species,dropped_tips
Hemsleya_carnosiflora,Hemsleya_carnosiflora
Hemsleya_chengyihana,Hemsleya_chengyihana
Hemsleya_heterosperma,Hemsleya_heterosperma
Hemsleya_mitrata,Hemsleya_mitrata
Hesperomeles_obovata,Hesperomeles_obovata
Heteroflorum_sclerocarpum,Heteroflorum_sclerocarpum
Hippophae_neurocarpa_subsp_neurocarpa,Hippophae_neurocarpa_subsp_neurocarpa
Hippophae_neurocarpa_subsp_stellatopilosa,Hippophae_neurocarpa_subsp_stellatopilosa
Hippophae_rhamnoides_subsp_carpatica,Hippophae_rhamnoides_subsp_carpatica
Hippophae_rhamnoides_subsp_caucasica,Hippophae_rhamnoides_subsp_caucasica
Hippophae_rhamnoides_subsp_mongolica,Hippophae_rhamnoides_subsp_mongolica
Hippophae_rhamnoides_subsp_rhamnoides,Hippophae_rhamnoides_subsp_rhamnoides
Hippophae_rhamnoides_subsp_turkestanica,Hippophae_rhamnoides_subsp_turkestanica
Hoffmannseggia_arequipensis,Hoffmannseggia_arequipensis
Hoffmannseggia_doellii,Hoffmannseggia_doellii
Hoffmannseggia_doellii_subsp_argentina,Hoffmannseggia_doellii_subsp_argentina
Holocalyx_balansae,Holocalyx_balansae
Humboldtia_bourdillonii,Humboldtia_bourdillonii
Humboldtia_unijuga,Humboldtia_unijuga
Hymenostegia_elgans,Hymenostegia_elgans
Indigofera_achyranthoides,Indigofera_achyranthoides
Indigofera_arnottii,Indigofera_arnottii
Indigofera_asterocalycina,Indigofera_asterocalycina
Indigofera_bongensis,Indigofera_bongensis
Indigofera_chaetodonta,Indigofera_chaetodonta
Indigofera_deccanensis,Indigofera_deccanensis
Indigofera_grandiflora,Indigofera_grandiflora
Indigofera_hermannioides,Indigofera_hermannioides
Indigofera_himalayensis,Indigofera_himalayensis
Indigofera_hiranensis,Indigofera_hiranensis
Indigofera_jindongensis,Indigofera_jindongensis
Indigofera_kelleri,Indigofera_kelleri
Indigofera_laxeracemosa,Indigofera_laxeracemosa
Indigofera_mysorensis,Indigofera_mysorensis
Indigofera_nephrocarpoides,Indigofera_nephrocarpoides
Indigofera_roseocaerulea,Indigofera_roseocaerulea
Indigofera_schlechteri,Indigofera_schlechteri
Indigofera_sedgewickiana,Indigofera_sedgewickiana
Indigofera_sessilfolia,Indigofera_sessilfolia
Indigofera_sticta,Indigofera_sticta
Indomelothria_blumei,Indomelothria_blumei
Indopiptadenia_oudhensis,Indopiptadenia_oudhensis
Inga_fanchoniana,Inga_fanchoniana
Inga_feuillei,Inga_feuillei
Juglans_hopeiensis,Juglans_hopeiensis
Juglans_steyermarkii,Juglans_steyermarkii
Kageneckia_crataegifolia,Kageneckia_crataegifolia
Kanaloa_kahoolawensis,Kanaloa_kahoolawensis
Karwinskia_parvifolia,Karwinskia_parvifolia
Laburnum_anagyroides_subsp_anagyroides,Laburnum_anagyroides_subsp_anagyroides
Lachemilla_adscendens,Lachemilla_adscendens
Lachemilla_angustata,Lachemilla_angustata
Lachemilla_barbata,Lachemilla_barbata
Lachemilla_bipinnatifida,Lachemilla_bipinnatifida
Lachemilla_equisetiformis,Lachemilla_equisetiformis
Lachemilla_erodiifolia,Lachemilla_erodiifolia
Lachemilla_frigida,Lachemilla_frigida
Lachemilla_holmgrenii,Lachemilla_holmgrenii
Lachemilla_jaramilloi,Lachemilla_jaramilloi
Lachemilla_llanganatensis,Lachemilla_llanganatensis
Lachemilla_mexiquense,Lachemilla_mexiquense
Lachemilla_moritziana,Lachemilla_moritziana
Lachemilla_perryana,Lachemilla_perryana
Lachemilla_pringlei,Lachemilla_pringlei
Lachemilla_pseudovenusta,Lachemilla_pseudovenusta
Lachemilla_purdiei,Lachemilla_purdiei
Lachemilla_ranunculoides,Lachemilla_ranunculoides
Lachemilla_sarmentosa,Lachemilla_sarmentosa
Lachemilla_sibbaldiifolia,Lachemilla_sibbaldiifolia
Lachemilla_steinbachii,Lachemilla_steinbachii
Lachemilla_talamanquensis,Lachemilla_talamanquensis
Lachemilla_uniflora,Lachemilla_uniflora
Lachemilla_velutina,Lachemilla_velutina
Lachemilla_venusta,Lachemilla_venusta
Lackeya_multiflora,Lackeya_multiflora
Laportea_macrostachya,Laportea_macrostachya
Lasiodiscus_holtzii,Lasiodiscus_holtzii
Lasiodiscus_pervillei_subsp_pervillei,Lasiodiscus_pervillei_subsp_pervillei
Lathyrus_alamutensis,Lathyrus_alamutensis
Lathyrus_gloeosperma,Lathyrus_gloeosperma
Lathyrus_karsianus,Lathyrus_karsianus
Lathyrus_ledebourii,Lathyrus_ledebourii
Lathyrus_leptophyllus,Lathyrus_leptophyllus
Lathyrus_magellanicus_var_longipes,Lathyrus_magellanicus_var_longipes
Lathyrus_multijugus,Lathyrus_multijugus
Lathyrus_numidicus,Lathyrus_numidicus
Lathyrus_palustris_subsp_pilosus,Lathyrus_palustris_subsp_pilosus
Lathyrus_pannonicus_f._glaber,Lathyrus_pannonicus_f._glaber
Lathyrus_pannonicus_subsp_asphodeloides,Lathyrus_pannonicus_subsp_asphodeloides
Lathyrus_pannonicus_subsp_collinus,Lathyrus_pannonicus_subsp_collinus
Lathyrus_pannonicus_subsp_longestipulatus,Lathyrus_pannonicus_subsp_longestipulatus
Lathyrus_pannonicus_subsp_pannonicus,Lathyrus_pannonicus_subsp_pannonicus
Lathyrus_pannonicus_subsp_varius,Lathyrus_pannonicus_subsp_varius
Lathyrus_pratensis_subsp_pratensis,Lathyrus_pratensis_subsp_pratensis
Lathyrus_woronowii,Lathyrus_woronowii
Lebeckia_lotonoides,Lebeckia_lotonoides
Lebeckia_uniflora,Lebeckia_uniflora
Lemurodendron_capuronii,Lemurodendron_capuronii
Lemurosicyos_variegatus,Lemurosicyos_variegatus
Lens_culinaris_subsp_culinaris,Lens_culinaris_subsp_culinaris
Lens_culinaris_subsp_odemensis,Lens_culinaris_subsp_odemensis
Lens_culinaris_subsp_tomentosus,Lens_culinaris_subsp_tomentosus
Lens_orientalis,Lens_orientalis
Leobordea_acuticarpa,Leobordea_acuticarpa
Leobordea_lanata,Leobordea_lanata
Leobordea_polycephala,Leobordea_polycephala
Leonardoxa_africana_subsp_africana,Leonardoxa_africana_subsp_africana
Leonardoxa_africana_subsp_gracilicaulis,Leonardoxa_africana_subsp_gracilicaulis
Leonardoxa_africana_subsp_letouzeyi,Leonardoxa_africana_subsp_letouzeyi
Leonardoxa_africana_subsp_rumpiensis,Leonardoxa_africana_subsp_rumpiensis
Lespedeza_hengduanshanensis,Lespedeza_hengduanshanensis
Lespedeza_hispida,Lespedeza_hispida
Lespedeza_jiangxiensis,Lespedeza_jiangxiensis
Lespedeza_thunbergii_subsp_patens,Lespedeza_thunbergii_subsp_patens
Leucaena_collinsii_subsp_collinsii,Leucaena_collinsii_subsp_collinsii
Leucaena_macrophylla_subsp_istmensis,Leucaena_macrophylla_subsp_istmensis
Leucaena_zacapana,Leucaena_zacapana
Leucochloron_bolivianum,Leucochloron_bolivianum
Leucochloron_foederale,Leucochloron_foederale
Leucochloron_incuriale,Leucochloron_incuriale
Leucochloron_limae,Leucochloron_limae
Leucochloron_minarum,Leucochloron_minarum
Leucomphalos_capparideus,Leucomphalos_capparideus
Liparia_splendens_subsp_comantha,Liparia_splendens_subsp_comantha
Liparia_splendens_subsp_splendens,Liparia_splendens_subsp_splendens
Listia_angolensis,Listia_angolensis
Listia_bainesii,Listia_bainesii
Listia_heterophylla,Listia_heterophylla
Listia_marlothii,Listia_marlothii
Listia_solitudinis,Listia_solitudinis
Lithocarpus_dahuoaiensis,Lithocarpus_dahuoaiensis
Lithocarpus_licentii,Lithocarpus_licentii
Lithocarpus_longinux,Lithocarpus_longinux
Lithocarpus_nitidinux,Lithocarpus_nitidinux
Lithocarpus_ombrophilus,Lithocarpus_ombrophilus
Lithocarpus_palungensis,Lithocarpus_palungensis
Lithocarpus_pseudomagneinii,Lithocarpus_pseudomagneinii
Loesenera_talbotii_2,Loesenera_talbotii_2
Loesenera_walkeri_2,Loesenera_walkeri_2
Lonchocarpus_berriozabalensis,Lonchocarpus_berriozabalensis
Lonchocarpus_crassicalyx,Lonchocarpus_crassicalyx
Lonchocarpus_cristatus,Lonchocarpus_cristatus
Lonchocarpus_galeottianus,Lonchocarpus_galeottianus
Lonchocarpus_grandifoliolatus,Lonchocarpus_grandifoliolatus
Lonchocarpus_kerberi,Lonchocarpus_kerberi
Lonchocarpus_latimarginatus,Lonchocarpus_latimarginatus
Lonchocarpus_michoacanicus,Lonchocarpus_michoacanicus
Lonchocarpus_monticola,Lonchocarpus_monticola
Lonchocarpus_paucinervius,Lonchocarpus_paucinervius
Lonchocarpus_rugosus_subsp_rugosus,Lonchocarpus_rugosus_subsp_rugosus
Lonchocarpus_rugosus_subsp_stipulaceus,Lonchocarpus_rugosus_subsp_stipulaceus
Lonchocarpus_vittatus,Lonchocarpus_vittatus
Lonchocarpus_wendtii,Lonchocarpus_wendtii
Lophocarpinia_aculeatifolia,Lophocarpinia_aculeatifolia
Lotononis_densa_subsp_gracilis,Lotononis_densa_subsp_gracilis
Lotononis_densa_subsp_leucoclada,Lotononis_densa_subsp_leucoclada
Lotononis_involucrata_subsp_peduncularis,Lotononis_involucrata_subsp_peduncularis
Lotononis_rostrata_subsp_namaquensis,Lotononis_rostrata_subsp_namaquensis
Lotononis_trichodes,Lotononis_trichodes
Lotus_alianus,Lotus_alianus
Lotus_argyrodes,Lotus_argyrodes
Lotus_arinagensis,Lotus_arinagensis
Lotus_broussonetii,Lotus_broussonetii
Lotus_brunneri,Lotus_brunneri
Lotus_burttii,Lotus_burttii
Lotus_corniculatus_subsp_japonicus,Lotus_corniculatus_subsp_japonicus
Lotus_gebelia_subsp_gebelia,Lotus_gebelia_subsp_gebelia
Lotus_germanicus,Lotus_germanicus
Lotus_krylovii,Lotus_krylovii
Lotus_maculatus,Lotus_maculatus
Lotus_polyphyllus,Lotus_polyphyllus
Lotus_pyranthus,Lotus_pyranthus
Lotus_sanguineus,Lotus_sanguineus
Lotus_simonae,Lotus_simonae
Lotus_strictus,Lotus_strictus
Luffa_aegyptiaca,Luffa_aegyptiaca
Luffa_astorii,Luffa_astorii
Luffa_hermaphrodita,Luffa_hermaphrodita
Luffa_pentandra,Luffa_pentandra
Luffa_quinquefida,Luffa_quinquefida
Lupinus_anatolicus,Lupinus_anatolicus
Lupinus_howardii,Lupinus_howardii
Lupinus_hybrid_cultivar,Lupinus_hybrid_cultivar
Lupinus_mantaroensis,Lupinus_mantaroensis
Lupinus_praestabilis,Lupinus_praestabilis
Lupinus_purosericeus,Lupinus_purosericeus
Lyonothamnus_floribundus_subsp_floribundus,Lyonothamnus_floribundus_subsp_floribundus
Maackia_australis,Maackia_australis
Maackia_hwashanensis,Maackia_hwashanensis
Maclura_pubescens,Maclura_pubescens
Maclura_spinosa,Maclura_spinosa
Maclura_tinctoria_subsp_mora,Maclura_tinctoria_subsp_mora
Maclura_tinctoria_subsp_tinctoria,Maclura_tinctoria_subsp_tinctoria
Macrolobium_floridum,Macrolobium_floridum
Macrolobium_klugii,Macrolobium_klugii
Macropsychanthus_lauterbachii,Macropsychanthus_lauterbachii
Macrozanonia_macrocarpa,Macrozanonia_macrocarpa
Malaisia_scandens,Malaisia_scandens
Malus_brevipes,Malus_brevipes
Malus_caspiriensis,Malus_caspiriensis
Malus_dawsoniana,Malus_dawsoniana
Malus_domestica,Malus_domestica
Malus_floribunda,Malus_floribunda
Malus_melliana,Malus_melliana
Malus_pumila,Malus_pumila
Malus_ringo,Malus_ringo
Malus_robusta,Malus_robusta
Maquira_costaricana,Maquira_costaricana
Maraniona_lavinii,Maraniona_lavinii
Marcetella_moquiniana,Marcetella_moquiniana
Margyricarpus_setosus,Margyricarpus_setosus
Medicago_bonarotiana,Medicago_bonarotiana
Medicago_falcata_subsp_falcata,Medicago_falcata_subsp_falcata
Medicago_platycarpos,Medicago_platycarpos
Medicago_plicata,Medicago_plicata
Medicago_popovii,Medicago_popovii
Medicago_sativa_subsp_glomerata,Medicago_sativa_subsp_glomerata
Medicago_syriaca,Medicago_syriaca
Megarrhiza_macrocarpa,Megarrhiza_macrocarpa
Meibomia_cordistipula,Meibomia_cordistipula
Melancium_campestre,Melancium_campestre
Melilotus_polonicus,Melilotus_polonicus
Melliniella_micrantha,Melliniella_micrantha
Melolobium_glanduliferum,Melolobium_glanduliferum
Melolobium_villosum,Melolobium_villosum
Metatrophis_margaretae,Metatrophis_margaretae
Mezoneuron_andamanicum,Mezoneuron_andamanicum
Mezoneuron_angolense,Mezoneuron_angolense
Mezoneuron_benthamianum,Mezoneuron_benthamianum
Mezoneuron_brachycarpum,Mezoneuron_brachycarpum
Mezoneuron_cucullatum,Mezoneuron_cucullatum
Mezoneuron_erythrocarpum,Mezoneuron_erythrocarpum
Mezoneuron_hildebrandtii,Mezoneuron_hildebrandtii
Mezoneuron_hymenocarpum,Mezoneuron_hymenocarpum
Mezoneuron_montrouzieri,Mezoneuron_montrouzieri
Mezoneuron_pubescens,Mezoneuron_pubescens
Mezoneuron_scortechinii,Mezoneuron_scortechinii
Mezoneuron_sumatranum,Mezoneuron_sumatranum
Microcharis_stipulosa,Microcharis_stipulosa
Microcharis_tenuirostris,Microcharis_tenuirostris
Microlagenaria_africana,Microlagenaria_africana
Micromeles_folgneri,Micromeles_folgneri
Millettia_erythrocalyx,Millettia_erythrocalyx
Mimosa_aspera,Mimosa_aspera
Mimosa_pauli,Mimosa_pauli
Mimosa_paulii,Mimosa_paulii
Mimosa_somnians_subsp_viscida,Mimosa_somnians_subsp_viscida
Mirbelia_baueri,Mirbelia_baueri
Momordica_angolensis,Momordica_angolensis
Momordica_charantia_subsp_charantia,Momordica_charantia_subsp_charantia
Momordica_dissecta,Momordica_dissecta
Momordica_involucrata,Momordica_involucrata
Momordica_macrophylla,Momordica_macrophylla
Momordica_mossambica,Momordica_mossambica
Momordica_silvatica,Momordica_silvatica
Momordica_subangulata_subsp_renigera,Momordica_subangulata_subsp_renigera
Momordica_trifolia,Momordica_trifolia
Monnina_hirta_subsp_hirta,Monnina_hirta_subsp_hirta
Monnina_leptostachya,Monnina_leptostachya
Monnina_martiana,Monnina_martiana
Monnina_pterocarpa,Monnina_pterocarpa
Monnina_sp1,Monnina_sp1
Monnina_sp3,Monnina_sp3
Morella_cerifera,Morella_cerifera
Morella_rubra,Morella_rubra
Morus_bombycis,Morus_bombycis
Morus_hybrid_cultivar,Morus_hybrid_cultivar
Morus_lhou,Morus_lhou
Morus_murrayana,Morus_murrayana
Morus_nigra,Morus_nigra
Morus_rotundiloba,Morus_rotundiloba
Morus_yunnanensis,Morus_yunnanensis
Moullava_digyna,Moullava_digyna
Moullava_spicata,Moullava_spicata
Mucuna_atropurpurea,Mucuna_atropurpurea
Mucuna_gigantea_subsp_gigantea,Mucuna_gigantea_subsp_gigantea
Muraltia_ericifolia,Muraltia_ericifolia
Muraltia_parviflora,Muraltia_parviflora
Myrica_kraussiana,Myrica_kraussiana
Neillia_sparsiflora,Neillia_sparsiflora
Neoachmandra_cordifolia,Neoachmandra_cordifolia
Neoachmandra_deltoidea,Neoachmandra_deltoidea
Neoachmandra_japonica,Neoachmandra_japonica
Neoalsomitra_capricornica,Neoalsomitra_capricornica
Neoalsomitra_integrifoliola,Neoalsomitra_integrifoliola
Neoalsomitra_schefferiana_subsp_podagrica,Neoalsomitra_schefferiana_subsp_podagrica
Neoalsomitra_suberosa,Neoalsomitra_suberosa
Neoalsomitra_trifoliolata,Neoalsomitra_trifoliolata
Nephrodesmus_francii,Nephrodesmus_francii
Nephrodesmus_parvifolius,Nephrodesmus_parvifolius
Nesiota_elliptica,Nesiota_elliptica
Neviusia_alabamensis,Neviusia_alabamensis
Neviusia_cliftonii,Neviusia_cliftonii
Nissolia_longiflora,Nissolia_longiflora
Nogra_guangxiensis,Nogra_guangxiensis
Nothocnide_discolor,Nothocnide_discolor
Nothocnide_melastomatifolia,Nothocnide_melastomatifolia
Nothocnide_mollissima,Nothocnide_mollissima
NothoFuscospora_alessandri,NothoFuscospora_alessandri
NothoFuscospora_gunnii,NothoFuscospora_gunnii
NothoLophozonia_glauca,NothoLophozonia_glauca
NothoLophozonia_obliqua,NothoLophozonia_obliqua
NothoNothofagus_alessandrii,NothoNothofagus_alessandrii
NothoNothofagus_alpina,NothoNothofagus_alpina
NothoNothofagus_antarctica,NothoNothofagus_antarctica
NothoNothofagus_betuloides,NothoNothofagus_betuloides
NothoNothofagus_dombeyi,NothoNothofagus_dombeyi
NothoNothofagus_glauca,NothoNothofagus_glauca
NothoNothofagus_macrocarpa,NothoNothofagus_macrocarpa
NothoNothofagus_nervosa,NothoNothofagus_nervosa
NothoNothofagus_nitida,NothoNothofagus_nitida
NothoNothofagus_obliqua,NothoNothofagus_obliqua
NothoNothofagus_pumilio,NothoNothofagus_pumilio
NPAAA_Jacksonia_eremodendron,NPAAA_Jacksonia_eremodendron
NPAAA_Jacksonia_horrida,NPAAA_Jacksonia_horrida
NPAAA_Jacksonia_macrocalyx,NPAAA_Jacksonia_macrocalyx
NPAAA_Jacksonia_thesioides,NPAAA_Jacksonia_thesioides
NPAAA_Lessertia_perennans,NPAAA_Lessertia_perennans
NPAAA_Muelleranthus_trifoliolatus,NPAAA_Muelleranthus_trifoliolatus
Obetia_aldabrensis,Obetia_aldabrensis
Obetia_pinnatifida,Obetia_pinnatifida
Ochetophila_trinervis,Ochetophila_trinervis
Onobrychis_argyrea_var_argyrea,Onobrychis_argyrea_var_argyrea
Onobrychis_cadmea,Onobrychis_cadmea
Onobrychis_dasycephala,Onobrychis_dasycephala
Onobrychis_kemulariae,Onobrychis_kemulariae
Onobrychis_marandensis,Onobrychis_marandensis
Onobrychis_merxmuelleri,Onobrychis_merxmuelleri
Onobrychis_mozaffarianii,Onobrychis_mozaffarianii
Onobrychis_neychalanensis,Onobrychis_neychalanensis
Onobrychis_nummularia,Onobrychis_nummularia
Onobrychis_schahuensis,Onobrychis_schahuensis
Onobrychis_schugnanica,Onobrychis_schugnanica
Onobrychis_shahpurensis,Onobrychis_shahpurensis
Onobrychis_sosnowskyi,Onobrychis_sosnowskyi
Onobrychis_splendida,Onobrychis_splendida
Onobrychis_transcaspica,Onobrychis_transcaspica
Ononis_afghanica,Ononis_afghanica
Ononis_alba_subsp_alba,Ononis_alba_subsp_alba
Ononis_alba_subsp_monophylla,Ononis_alba_subsp_monophylla
Ononis_alopecuroides_subsp_alopecuroides,Ononis_alopecuroides_subsp_alopecuroides
Ononis_angustissima_subsp_longifolia,Ononis_angustissima_subsp_longifolia
Ononis_hispida_subsp_hispida,Ononis_hispida_subsp_hispida
Ononis_natrix_subsp_arganietorum,Ononis_natrix_subsp_arganietorum
Ononis_reclinata_subsp_reclinata,Ononis_reclinata_subsp_reclinata
Ononis_spinosa_subsp_leiosperma,Ononis_spinosa_subsp_leiosperma
Ononis_viscosa_subsp_breviflora,Ononis_viscosa_subsp_breviflora
Ononis_viscosa_subsp_crotalarioides,Ononis_viscosa_subsp_crotalarioides
Ononis_zygantha,Ononis_zygantha
Oreocnide_frutescens_subsp_frutescens,Oreocnide_frutescens_subsp_frutescens
Ormocarpopsis_anosyana,Ormocarpopsis_anosyana
Ormocarpum_coeruleum,Ormocarpum_coeruleum
Ormosia_semicastrata_f._pallida,Ormosia_semicastrata_f._pallida
Osteomeles_boninensis,Osteomeles_boninensis
Ostryopsis_intermedia,Ostryopsis_intermedia
Oxytes_pycnostachya,Oxytes_pycnostachya
Oxytropis_afghanica,Oxytropis_afghanica
Oxytropis_almaatensis,Oxytropis_almaatensis
Oxytropis_aspera,Oxytropis_aspera
Oxytropis_aucherii,Oxytropis_aucherii
Oxytropis_aurea,Oxytropis_aurea
Oxytropis_azerbaijanica,Oxytropis_azerbaijanica
Oxytropis_bakhtiarica,Oxytropis_bakhtiarica
Oxytropis_bella,Oxytropis_bella
Oxytropis_binaludensis,Oxytropis_binaludensis
Oxytropis_bryophila,Oxytropis_bryophila
Oxytropis_campestris_var_roaldii,Oxytropis_campestris_var_roaldii
Oxytropis_chankaensis,Oxytropis_chankaensis
Oxytropis_cinerea,Oxytropis_cinerea
Oxytropis_coerulea_subsp_coerulea,Oxytropis_coerulea_subsp_coerulea
Oxytropis_compacta,Oxytropis_compacta
Oxytropis_czapandaghi,Oxytropis_czapandaghi
Oxytropis_czekanowskii,Oxytropis_czekanowskii
Oxytropis_gilgitensis,Oxytropis_gilgitensis
Oxytropis_glandulosa,Oxytropis_glandulosa
Oxytropis_gorodkovii,Oxytropis_gorodkovii
Oxytropis_guilanica,Oxytropis_guilanica
Oxytropis_hypsophila,Oxytropis_hypsophila
Oxytropis_indurata,Oxytropis_indurata
Oxytropis_interposita,Oxytropis_interposita
Oxytropis_javaherdehi,Oxytropis_javaherdehi
Oxytropis_kuchanensis,Oxytropis_kuchanensis
Oxytropis_kunashiriensis,Oxytropis_kunashiriensis
Oxytropis_liliputa,Oxytropis_liliputa
Oxytropis_litwinowi,Oxytropis_litwinowi
Oxytropis_mahneshanensis,Oxytropis_mahneshanensis
Oxytropis_michelsonii,Oxytropis_michelsonii
Oxytropis_middendorffii_subsp_trautvetteri,Oxytropis_middendorffii_subsp_trautvetteri
Oxytropis_neorechingeriana,Oxytropis_neorechingeriana
Oxytropis_nigrescens_var_uniflora,Oxytropis_nigrescens_var_uniflora
Oxytropis_nutans,Oxytropis_nutans
Oxytropis_ochroleuca,Oxytropis_ochroleuca
Oxytropis_panjshirica,Oxytropis_panjshirica
Oxytropis_podoloba,Oxytropis_podoloba
Oxytropis_pseudosuavis,Oxytropis_pseudosuavis
Oxytropis_rechingeri,Oxytropis_rechingeri
Oxytropis_rhodontha,Oxytropis_rhodontha
Oxytropis_rishiriensis,Oxytropis_rishiriensis
Oxytropis_roseiformis,Oxytropis_roseiformis
Oxytropis_sabzavarensis,Oxytropis_sabzavarensis
Oxytropis_sachalinensis,Oxytropis_sachalinensis
Oxytropis_salukensis,Oxytropis_salukensis
Oxytropis_shahvarica,Oxytropis_shahvarica
Oxytropis_sojakii,Oxytropis_sojakii
Oxytropis_triflora,Oxytropis_triflora
Oxytropis_triphylla,Oxytropis_triphylla
Oxytropis_varlakovii,Oxytropis_varlakovii
Oxytropis_volkii,Oxytropis_volkii
Oxytropis_vvedenskyi,Oxytropis_vvedenskyi
Pachyelasma_tessmannii,Pachyelasma_tessmannii
Painteria_elachistophylla,Painteria_elachistophylla
Painteria_leptophylla,Painteria_leptophylla
Papuasicyos_papuanus,Papuasicyos_papuanus
Pararchidendron_pruinosum,Pararchidendron_pruinosum
Parartocarpus_bracteatus,Parartocarpus_bracteatus
Parartocarpus_venenosus,Parartocarpus_venenosus
Paraserianthes_lophantha_subsp_lophantha,Paraserianthes_lophantha_subsp_lophantha
Paratrophis_anthropophagorum,Paratrophis_anthropophagorum
Paratrophis_glabra,Paratrophis_glabra
Paratrophis_philippinensis,Paratrophis_philippinensis
Parietaria_micrantha,Parietaria_micrantha
Parkia_biglandulosa,Parkia_biglandulosa
Pearsonia_grandifolia_subsp_latibracteolata,Pearsonia_grandifolia_subsp_latibracteolata
Pediomelum_humile,Pediomelum_humile
Pediomelum_piedmontanum,Pediomelum_piedmontanum
Pellionia_daveauana,Pellionia_daveauana
Pellionia_pulchra,Pellionia_pulchra
Pellionia_tsoongii,Pellionia_tsoongii
Peltogyne_venosa_subsp_venosa,Peltogyne_venosa_subsp_venosa
Peltophorum_peltatum,Peltophorum_peltatum
Penelopeia_suburceolata,Penelopeia_suburceolata
Peponium_sublitorale,Peponium_sublitorale
Phanera_glabrifolia,Phanera_glabrifolia
Phanera_ornata,Phanera_ornata
Phanera_phoenicea,Phanera_phoenicea
Phaseolus_juquilensis,Phaseolus_juquilensis
Phaseolus_lignosus,Phaseolus_lignosus
Phaseolus_polystachios_subsp_smilacifolius,Phaseolus_polystachios_subsp_smilacifolius
Phaseolus_scrobiculatifolius,Phaseolus_scrobiculatifolius
Phylica_apiculata,Phylica_apiculata
Phylica_recurvifolia,Phylica_recurvifolia
Phylica_tropica,Phylica_tropica
Phyllolobium_pastorium,Phyllolobium_pastorium
Phyllolobium_sanbilingense,Phyllolobium_sanbilingense
Phyllolobium_siccaneum,Phyllolobium_siccaneum
Phyllolobium_turgidocarpum,Phyllolobium_turgidocarpum
Physocarpus_bracteatus,Physocarpus_bracteatus
Pilea_attenuata,Pilea_attenuata
Pilea_baurii,Pilea_baurii
Pilea_benguetensis,Pilea_benguetensis
Pilea_cavaleriei_subsp_cavaleriei,Pilea_cavaleriei_subsp_cavaleriei
Pilea_chartacea,Pilea_chartacea
Pilea_dominguensis,Pilea_dominguensis
Pilea_nonggangensis,Pilea_nonggangensis
Pilea_pelonae,Pilea_pelonae
Pilea_peperomioides,Pilea_peperomioides
Pilea_rhombea,Pilea_rhombea
Pilea_stipulosa,Pilea_stipulosa
Pilea_ternifolia,Pilea_ternifolia
Pilea_thymifolia,Pilea_thymifolia
Pilea_verbascifolia,Pilea_verbascifolia
Pilea_victoriae,Pilea_victoriae
Piptadeniopsis_lomentifera,Piptadeniopsis_lomentifera
Pipturus_oahuensis,Pipturus_oahuensis
Pipturus_pachyphyllus,Pipturus_pachyphyllus
Pisum_sativum_subsp_sativum,Pisum_sativum_subsp_sativum
Pithecelobium_dulce,Pithecelobium_dulce
Platymiscium_calyptratum,Platymiscium_calyptratum
Platymiscium_pubescens_subsp_pubescens,Platymiscium_pubescens_subsp_pubescens
Podalyria_lanceolata,Podalyria_lanceolata
Polhillia_involucrata,Polhillia_involucrata
Polianthion_bilocularis,Polianthion_bilocularis
Polianthion_collinum,Polianthion_collinum
Polianthion_minutiflorum,Polianthion_minutiflorum
Polianthion_wichurae,Polianthion_wichurae
Polygala_alpicola,Polygala_alpicola
Polygala_anderssonii,Polygala_anderssonii
Polygala_apendiculata,Polygala_apendiculata
Polygala_campestris,Polygala_campestris
Polygala_cowellii,Polygala_cowellii
Polygala_pinifolia,Polygala_pinifolia
Polygala_rhysocarpa,Polygala_rhysocarpa
Polygala_rusbyi,Polygala_rusbyi
Polygala_sinaica,Polygala_sinaica
Polygala_spinescens,Polygala_spinescens
Polygala_virgata,Polygala_virgata
Polygaloides_vayredae,Polygaloides_vayredae
Polylepis_rugulosa,Polylepis_rugulosa
Polylepis_tomentella_subsp_incanoides,Polylepis_tomentella_subsp_incanoides
Pomaderris_elachophylla,Pomaderris_elachophylla
Pomaderris_elliptica,Pomaderris_elliptica
Pomaderris_flabellaris,Pomaderris_flabellaris
Pomaderris_grandis,Pomaderris_grandis
Pomaderris_lanigera,Pomaderris_lanigera
Pomaderris_obcordata,Pomaderris_obcordata
Pomaderris_oraria,Pomaderris_oraria
Pomaderris_paniculosa,Pomaderris_paniculosa
Pomaderris_rotundifolia,Pomaderris_rotundifolia
Pomaderris_sieberiana,Pomaderris_sieberiana
Pomaria_austrotexana,Pomaria_austrotexana
Pomaria_brachycarpa,Pomaria_brachycarpa
Pomaria_burchellii,Pomaria_burchellii
Pomaria_burchellii_subsp_rubroviolacea,Pomaria_burchellii_subsp_rubroviolacea
Pomaria_canescens,Pomaria_canescens
Pomaria_glandulosa,Pomaria_glandulosa
Pomaria_jamesii,Pomaria_jamesii
Pomaria_lactea,Pomaria_lactea
Pomaria_melanosticta,Pomaria_melanosticta
Pomaria_multijuga,Pomaria_multijuga
Pomaria_pilosa,Pomaria_pilosa
Pomaria_rubicunda,Pomaria_rubicunda
Pomaria_sandersonii,Pomaria_sandersonii
Pomaria_stipularis,Pomaria_stipularis
Pomaria_wootonii,Pomaria_wootonii
Porteranthus_trifoliatus,Porteranthus_trifoliatus
Potaninia_mongolica,Potaninia_mongolica
Potentilla_algida,Potentilla_algida
Potentilla_anatolica,Potentilla_anatolica
