"","species","temperature","bio3","bio4","precipitation","bio15","bio17","elevation","nitrogen","carbon","ph","sand","coarsefragment","needleleaf","deciduousbroadleaf","herbaceous","aridity","nodulation","nodulationtype","subfamily"
"3053","Calliandra_glomerulata"," 227.190000","77.1190","  627.500","1491.33000"," 53.40480","116.3570000"," 751.54800","177.361"," 38.878000","54.5366","40.5854","10.682900"," 0.00000000"," 1.02381000"," 5.6904800","0.902361","Yes","Rhizobial","Caesalpinioideae"
"3054","Calliandra_glyphoxylon"," 152.500000","70.3333","  227.167","1232.33000"," 46.16670","154.0000000","1703.17000","240.286"," 45.333300","48.5000","30.5000","12.666700"," 0.00000000"," 0.50000000","12.1667000","0.780662","Yes","Rhizobial","Caesalpinioideae"
"3055","Calliandra_goldmanii"," 116.000000","35.0000","  671.500"," 621.50000"," 51.00000","  5.5000000"," 395.50000","70"," 12.500000","29.0000","13.5000"," 7.500000"," 0.00000000"," 0.00000000","11.5000000","0.182983","Yes","Rhizobial","Caesalpinioideae"
"3056","Calliandra_guildingii"," 237.164000","81.0000","  496.891","2601.31000"," 35.27270","375.4730000"," 518.18200","199.625"," 55.178600","49.8929","41.5714"," 6.607140"," 0.00000000"," 0.00000000"," 1.4821400","1.57535","Yes","Rhizobial","Caesalpinioideae"
"3057","Calliandra_haematocephala"," 233.455000","63.6000"," 1901.400","1536.95000"," 52.78180","161.7270000"," 507.96400","128.552"," 34.709100","54.1455","47.2182"," 4.236360"," 0.00000000"," 2.05455000"," 2.3454500","0.937228","Yes","Rhizobial","Caesalpinioideae"
"3058","Calliandra_haematomma"," 242.590000","73.3607"," 1219.640","1271.49000"," 50.37700","129.1640000"," 290.31100","192.66"," 35.688500","61.3607","34.3934","11.278700"," 0.00000000"," 0.54098400"," 2.8524600","0.601143","Yes","Rhizobial","Caesalpinioideae"
"3059","Calliandra_haematomma_var_glabrata"," 129.500000","35.0000","  494.000"," 485.00000"," 36.50000"," 35.0000000","  85.00000","131"," 24.500000","33.5000","15.5000"," 6.000000"," 0.00000000"," 0.00000000"," 0.0000000","0.374785","Yes","Rhizobial","Caesalpinioideae"
"3060","Calliandra_harrisii"," 212.783000","60.4783"," 1829.700","1115.91000"," 51.30430","110.5650000"," 437.34800","131.857"," 30.875000","52.9167","49.3333"," 4.958330"," 0.00000000"," 8.41667000"," 0.5000000","0.731121","Yes","Rhizobial","Caesalpinioideae"
"3061","Calliandra_hirsuta"," 185.285000","68.7222"," 1618.050"," 979.85400"," 96.86810"," 24.2847000","1709.29000","48.5"," 16.458300","63.0625","31.9653","18.548600","10.69440000"," 2.54861000","15.5486000","1.91824","Yes","Rhizobial","Caesalpinioideae"
"3062","Calliandra_houstoniana"," 207.343000","67.2627"," 1722.770","1401.19000"," 85.62830"," 69.8245000","1216.38000","126.2"," 24.825700","60.6973","33.4189","16.667100"," 6.53874000"," 3.44915000"," 6.3535100","0.745021","Yes","Rhizobial","Caesalpinioideae"
"3063","Calliandra_houstoniana_var_calothyrsus"," 224.253000","72.6039"," 1077.100","1880.41000"," 70.95450","106.9190000"," 795.41600","145"," 40.340900","57.9805","34.9188","12.928600"," 2.39550000"," 1.70096000"," 2.7620600","0.637083","Yes","Rhizobial","Caesalpinioideae"
"3064","Calliandra_hygrophila"," 197.815000","69.2222"," 1196.480"," 911.88900"," 57.85190"," 74.1481000"," 838.11100","112.5"," 25.407400","54.1111","52.1481"," 4.814810"," 0.00000000"," 9.40741000"," 6.9259300","0.626515","Yes","Rhizobial","Caesalpinioideae"
"3065","Calliandra_hymenaeodes"," 241.474000","72.0526","  509.526","2853.05000"," 43.47370","278.3160000"," 185.52600","195"," 38.736800","44.5789","39.3158"," 8.315790"," 0.00000000"," 0.00000000"," 0.0000000","1.76515","Yes","Rhizobial","Caesalpinioideae"
"3066","Calliandra_iligna"," 154.600000","50.4000"," 1438.800","1166.80000"," 67.80000"," 22.4000000"," 884.00000","104"," 37.200000","42.0000","36.8000"," 1.800000"," 0.00000000"," 0.00000000"," 8.8000000","0.781305","Yes","Rhizobial","Caesalpinioideae"
"3067","Calliandra_juzepczukii"," 238.014000","66.8333"," 1469.780","1481.61000"," 92.23610"," 46.2639000"," 538.50000","159.584"," 19.375000","58.4028","30.4583","14.791700"," 1.59722000"," 2.41667000"," 7.6944400","0.778687","Yes","Rhizobial","Caesalpinioideae"
"3068","Calliandra_laevis"," 205.595000","64.9762"," 1903.860","1255.24000","106.52400"," 23.6905000","1107.19000","214.25","  9.261900","56.7619","29.2857","21.119000"," 5.35714000"," 8.85714000"," 6.0000000","0.740718","Yes","Rhizobial","Caesalpinioideae"
"3069","Calliandra_lanata"," 188.138000","68.9310"," 1155.620"," 902.27600"," 58.37930"," 72.6897000"," 882.51700","124.939"," 27.241400","54.9655","52.1724"," 5.517240"," 0.00000000"," 2.72414000","10.5172000","0.616715","Yes","Rhizobial","Caesalpinioideae"
"3070","Calliandra_laxa"," 130.000000","46.3333","  887.667"," 651.00000"," 65.00000"," 13.0000000","1232.00000","124.667","  8.000000","42.6667","21.3333","11.666700"," 8.00000000"," 4.00000000","15.3333000","0.370818","Yes","Rhizobial","Caesalpinioideae"
"3071","Calliandra_laxa_var_stipulacea"," 252.962000","81.1619","  499.057","2185.70000"," 56.89520","216.7520000"," 439.47600","155.991"," 42.384600","49.6250","45.6923"," 8.798080"," 0.00000000"," 0.23584900"," 6.1792500","1.36125","Yes","Rhizobial","Caesalpinioideae"
"3072","Calliandra_leptopoda"," 238.491000","72.5660"," 1168.470"," 633.84900"," 86.86790","  8.5660400"," 536.41500","83.1458"," 16.207500","60.2642","58.3962"," 3.169810"," 0.00000000"," 4.15094000"," 0.8301890","0.363153","Yes","Rhizobial","Caesalpinioideae"
"3073","Calliandra_lintea"," 213.632000","71.6053"," 1204.390"," 954.10500"," 56.68420"," 74.9474000"," 623.13200","115.615"," 26.631600","54.9737","50.4211"," 4.921050"," 0.00000000"," 5.78947000"," 2.1578900","0.586403","Yes","Rhizobial","Caesalpinioideae"
"3074","Calliandra_longipes"," 225.531000","63.8438"," 1551.530","1515.25000"," 63.71880"," 86.2500000"," 569.06200","132.6"," 32.375000","52.5000","47.5000"," 3.562500"," 0.00000000"," 5.90625000"," 2.7500000","0.901982","Yes","Rhizobial","Caesalpinioideae"
"3075","Calliandra_longipinna"," 194.767000","69.3000"," 1211.830"," 909.53300"," 52.20000"," 88.3000000"," 956.80000","124.281"," 26.466700","54.8333","52.6333"," 4.366670"," 0.00000000"," 4.66667000"," 6.4666700","0.597685","Yes","Rhizobial","Caesalpinioideae"
"3076","Calliandra_luetzelburgii"," 187.000000","68.3200"," 1154.400"," 878.72000"," 61.52000"," 66.1200000"," 947.16000","123.31"," 26.160000","54.8800","51.8400"," 5.600000"," 0.00000000"," 3.52000000"," 7.4400000","0.58664","Yes","Rhizobial","Caesalpinioideae"
"3077","Calliandra_macrocalyx"," 221.533000","64.8000"," 1306.730"," 926.13300"," 84.00000"," 12.6000000"," 521.66700","90.7857"," 20.533300","53.8667","52.7333"," 1.333330"," 0.00000000"," 9.06667000"," 2.6000000","0.532875","Yes","Rhizobial","Caesalpinioideae"
"3078","Calliandra_magdalenae"," 252.891000","76.7521","  772.597","2179.40000"," 66.80670","125.0080000"," 426.98700","227.633"," 37.911800","57.0000","36.0924","12.717300"," 0.82773100"," 1.34874000"," 4.2437000","1.26214","Yes","Rhizobial","Caesalpinioideae"
"3079","Calliandra_molinae"," 210.381000","66.2381"," 1080.140","1131.57000"," 76.09520"," 38.6667000"," 882.90500","159.278"," 24.428600","60.3333","32.7619","13.857100"," 0.00000000"," 0.71428600"," 3.3809500","0.646307","Yes","Rhizobial","Caesalpinioideae"
"3080","Calliandra_mollissima"," 212.833000","76.5000","  433.500"," 858.91700"," 31.91670","126.8330000"," 825.25000","155.667"," 35.416700","55.6667","40.4167"," 8.083330"," 0.00000000"," 1.25000000"," 9.3333300","0.494448","Yes","Rhizobial","Caesalpinioideae"
"3081","Calliandra_mucugeana"," 202.818000","70.7818"," 1213.800"," 923.58200"," 57.00000"," 76.7818000"," 836.81800","118.603"," 27.109100","55.5455","52.4182"," 4.945450"," 0.00000000"," 7.09091000"," 7.6727300","0.619661","Yes","Rhizobial","Caesalpinioideae"
"3082","Calliandra_nebulosa"," 199.071000","70.0000"," 1186.950"," 878.02400"," 65.54760"," 59.0000000"," 901.19000","118.286"," 25.595200","55.8333","53.1429"," 4.857140"," 0.00000000"," 4.04762000"," 4.4761900","0.586141","Yes","Rhizobial","Caesalpinioideae"
"3083","Calliandra_obesifolia"," 120.500000","35.5000","  607.000"," 927.00000"," 46.50000"," 16.0000000"," 388.50000","128"," 18.000000","28.5000","17.0000","10.500000"," 0.00000000"," 0.00000000"," 8.0000000","0.411071","Yes","Rhizobial","Caesalpinioideae"
"3084","Calliandra_paganuccii"," 162.167000","60.1667"," 1033.170"," 785.66700"," 43.66670"," 77.0000000"," 857.66700","113"," 23.500000","46.8333","44.3333"," 4.333330"," 0.00000000"," 5.83333000"," 8.8333300","0.555965","Yes","Rhizobial","Caesalpinioideae"
"3085","Calliandra_palmeri"," 196.045000","60.4091"," 2339.550"," 845.72700","104.90900"," 18.9091000","1259.09000","135","  5.500000","61.3636","29.7727","20.045500"," 4.45455000"," 8.77273000"," 7.5000000","0.510618","Yes","Rhizobial","Caesalpinioideae"
"3086","Calliandra_parviflora"," 244.248000","67.5650"," 1443.330","1388.07000"," 68.18290"," 62.5691000"," 376.05300","103.888"," 25.609800","54.5081","56.9959"," 2.052850"," 0.00000000"," 3.11789000"," 4.0609800","0.822859","Yes","Rhizobial","Caesalpinioideae"
"3087","Calliandra_parvifolia","  99.500000","31.5000"," 1030.500"," 694.00000"," 42.00000"," 19.0000000"," 453.50000","127.152"," 19.000000","25.5000","21.5000"," 1.500000"," 0.00000000"," 0.00000000"," 0.0000000","0.498452","Yes","Rhizobial","Caesalpinioideae"
"3088","Calliandra_paterna"," 185.000000","65.6364"," 1141.640"," 775.27300"," 49.18180"," 68.8182000"," 653.72700","120.727"," 27.090900","49.6364","47.4545"," 4.909090"," 0.00000000"," 2.09091000"," 3.5454500","0.525715","Yes","Rhizobial","Caesalpinioideae"
"3089","Calliandra_pedicellata"," 247.794000","73.0882"," 1064.710"," 957.23500"," 56.26470"," 80.0882000"," 189.41200","148.613"," 28.794100","65.3235","35.2353","13.323500"," 0.00000000"," 1.05882000"," 7.7352900","0.547149","Yes","Rhizobial","Caesalpinioideae"
"3090","Calliandra_peninsularis"," 186.391000","56.6304"," 3770.090"," 392.43500","105.28300","  5.2391300"," 875.87000","137.045"," 13.851100","70.5106","25.3191","22.276600"," 4.74468000"," 5.97872000"," 7.0851100","0.313003","Yes","Rhizobial","Caesalpinioideae"
"3091","Calliandra_pilgerana"," 216.250000","66.2500","  973.333"," 802.50000"," 77.16670"," 14.0833000"," 602.16700","83.3333"," 17.750000","55.6667","52.4167"," 6.416670"," 0.00000000"," 1.50000000"," 2.2500000","0.464532","Yes","Rhizobial","Caesalpinioideae"
"3092","Calliandra_pittieri"," 184.250000","67.5000","  212.250","1360.00000"," 26.50000","183.7500000"," 564.00000","285.734"," 27.750000","40.7500","31.2500"," 4.500000"," 0.00000000"," 0.00000000"," 1.5000000","0.993395","Yes","Rhizobial","Caesalpinioideae"
"3093","Calliandra_purpurea"," 242.857000","69.7143","  763.143","1615.57000"," 43.35710","183.5000000"," 214.21400","135"," 35.142900","52.8571","39.0714"," 7.785710"," 2.21429000"," 1.35714000","13.0000000","0.751508","Yes","Rhizobial","Caesalpinioideae"
"3094","Calliandra_quetzal"," 146.500000","51.7500","  927.000","1242.00000"," 47.50000","123.2500000"," 945.50000","192.25"," 33.500000","42.7500","25.0000"," 9.750000"," 0.00000000"," 1.00000000"," 2.5000000","1.25007","Yes","Rhizobial","Caesalpinioideae"
"3095","Calliandra_renvoizeana"," 184.706000","67.7647"," 1173.350"," 826.94100"," 51.11760"," 76.5294000"," 921.58800","127.263"," 29.294100","52.3529","48.8824"," 5.411760"," 0.00000000"," 8.23529000"," 9.5294100","0.591444","Yes","Rhizobial","Caesalpinioideae"
"3096","Calliandra_rhodocephala"," 238.407000","72.1852","  828.037","3007.94000"," 48.07410","277.4440000"," 373.77800","261.922"," 60.814800","53.6111","38.1111","11.555600"," 1.66667000"," 0.09259260"," 0.2777780","1.91226","Yes","Rhizobial","Caesalpinioideae"
"3097","Calliandra_riparia"," 253.754000","77.6462","  623.292","2066.74000"," 52.44620","169.6770000"," 368.63100","166.1"," 42.830800","55.6769","41.0000"," 8.323080"," 0.00000000"," 0.04615380","11.4923000","1.25025","Yes","Rhizobial","Caesalpinioideae"
"3098","Calliandra_rubescens","  72.000000","31.5000","  998.000"," 670.00000"," 34.00000"," 59.0000000","1021.50000","0"," 24.500000","26.0000","17.5000"," 7.000000"," 0.00000000"," 1.50000000"," 0.0000000","0.813448","Yes","Rhizobial","Caesalpinioideae"
"3099","Calliandra_selloi"," 190.435000","55.7536"," 2818.330","1506.32000"," 30.46380","254.8040000"," 488.08000","188.292"," 41.721400","52.0714","40.5571"," 3.892860"," 0.00000000"," 5.91429000"," 3.0500000","1.11425","Yes","Rhizobial","Caesalpinioideae"
"3100","Calliandra_semisepulta"," 180.571000","67.7619"," 1134.380"," 906.38100"," 56.19050"," 75.7143000"," 910.61900","142.074"," 29.619000","53.9524","50.3810"," 5.666670"," 0.00000000"," 5.90476000"," 7.9523800","0.643985","Yes","Rhizobial","Caesalpinioideae"
"3101","Calliandra_sessilis"," 216.396000","72.4161"," 1181.540"," 960.24200"," 70.24160"," 51.1745000"," 752.02000","110.587"," 23.228200","56.4094","55.4698"," 3.926170"," 0.00000000"," 3.81208000"," 4.0939600","0.608733","Yes","Rhizobial","Caesalpinioideae"
"3102","Calliandra_silvicola"," 194.167000","57.6667","  688.333","1375.17000"," 63.50000"," 21.5000000"," 629.33300","93.8"," 23.500000","43.6667","41.1667"," 1.000000"," 0.00000000"," 0.00000000"," 0.0000000","0.882218","Yes","Rhizobial","Caesalpinioideae"
"3103","Calliandra_sincorana"," 178.000000","61.5714"," 1088.000"," 707.14300"," 51.57140"," 54.2857000"," 718.00000","100.571"," 20.857100","50.1429","47.0000"," 4.000000"," 0.00000000"," 1.57143000"," 1.1428600","0.463023","Yes","Rhizobial","Caesalpinioideae"
"3104","Calliandra_spinosa"," 235.171000","72.8537"," 1034.880"," 692.58500"," 88.12200"," 17.7317000"," 491.24400","90.8095"," 16.512200","58.7073","57.5854"," 3.487800"," 0.00000000"," 2.85366000"," 0.5853660","0.425566","Yes","Rhizobial","Caesalpinioideae"
"3105","Calliandra_surinamensis"," 252.934000","79.4236","  567.795","2445.01000"," 48.05240","263.8860000"," 371.47200","60.6667"," 43.183400","48.6987","44.5895"," 5.895650"," 0.00000000"," 0.36087000"," 2.3391300","1.11591","Yes","Rhizobial","Caesalpinioideae"
"3106","Calliandra_taxifolia"," 166.667000","81.6667","  505.593"," 823.14800"," 53.62960"," 76.4444000","1962.59000","182.63"," 43.296300","60.4444","42.9259"," 9.703700"," 0.00000000"," 0.40740700","20.8519000","0.514764","Yes","Rhizobial","Caesalpinioideae"
"3107","Calliandra_tergemina"," 237.974000","66.9840"," 1779.070","1587.51000"," 74.93610","103.3190000"," 463.65800","183.197"," 31.302500","60.9650","36.7930","13.879400"," 3.38608000"," 4.93038000"," 5.4683500","0.973458","Yes","Rhizobial","Caesalpinioideae"
"3108","Calliandra_trinervia"," 229.347000","82.4051","  535.797","2718.95000"," 32.50800","423.7170000"," 833.60100","232.032"," 62.951800","50.1190","41.1254"," 6.199360"," 0.03858520"," 0.06109320"," 2.1061100","1.7133","Yes","Rhizobial","Caesalpinioideae"
"3109","Calliandra_trinervia_var_carbonaria"," 199.000000","62.4000","  524.400","2118.20000"," 34.20000","231.8000000"," 302.20000","115"," 27.000000","39.2000","33.6000"," 3.200000"," 0.00000000"," 0.00000000"," 0.0000000","1.2189","Yes","Rhizobial","Caesalpinioideae"
"3110","Calliandra_tsugoides"," 238.344000","82.6875","  489.469","2874.03000"," 44.75000","334.0620000"," 410.75000","158.933"," 60.437500","46.5312","46.8125"," 8.093750"," 0.00000000"," 1.28125000"," 8.8437500","1.66582","Yes","Rhizobial","Caesalpinioideae"
"3111","Calliandra_tweedii"," 189.221000","53.6977"," 3142.980","1421.77000"," 29.90700","248.6630000"," 366.85500","176.41"," 40.445700","54.5200","43.3886"," 5.114290"," 0.40555600"," 4.31667000"," 4.2111100","1.06974","Yes","Rhizobial","Caesalpinioideae"
"3112","Calliandra_ulei"," 217.000000","66.4286","  666.429"," 757.28600"," 78.42860","  7.0000000"," 350.57100","70.8333"," 13.142900","46.8571","54.5714"," 2.142860"," 0.00000000"," 5.57143000"," 0.0000000","0.41405","Yes","Rhizobial","Caesalpinioideae"
"3113","Calliandra_vaupesiana"," 263.029000","73.3333","  833.217","2762.16000"," 41.47830","310.6670000"," 301.47800","136.687"," 57.101400","47.3913","50.2174"," 6.130430"," 0.43478300"," 1.47826000"," 4.8840600","1.72126","Yes","Rhizobial","Caesalpinioideae"
"3114","Calliandra_virgata"," 217.457000","67.8000"," 1152.940","1427.37000"," 76.31430"," 26.8571000"," 850.02900","105.429"," 26.485700","51.4857","46.1429"," 2.400000"," 0.00000000"," 1.54286000"," 2.9142900","0.892164","Yes","Rhizobial","Caesalpinioideae"
"3115","Calliandra_viscidula"," 207.519000","71.2453"," 1253.610"," 914.30200"," 55.50940"," 81.0189000"," 792.25500","119.4"," 27.217000","56.3113","52.7925"," 5.018870"," 0.00000000"," 5.84906000"," 6.7641500","0.613731","Yes","Rhizobial","Caesalpinioideae"
"3116","Calopogonium_caeruleum"," 245.892000","70.3228"," 1329.660","1846.31000"," 69.99870","123.3830000"," 364.11900","188.608"," 36.518500","56.9974","40.0317"," 9.300000"," 0.97900300"," 2.29396000"," 4.0013100","1.12447","Yes","Rhizobial","Papilionoideae"
"3117","Calopogonium_galactioides"," 213.617000","73.6011"," 1051.630","2018.93000"," 67.65570","127.4590000"," 986.41500","262.409"," 44.983600","55.8251","35.9454","11.469900"," 1.92350000"," 1.33880000"," 2.9016400","1.29557","Yes","Rhizobial","Papilionoideae"
"3118","Calopogonium_lanceolatum"," 191.250000","66.0625"," 1310.750","1833.81000"," 64.56250","134.0000000","1206.25000","254.071"," 44.812500","52.3125","32.8125","14.062500"," 8.50000000"," 4.56250000"," 2.6875000","1.01237","Yes","Rhizobial","Papilionoideae"
"3119","Calopogonium_mucunoides"," 246.577000","72.9765"," 1086.770","1893.38000"," 68.53000","140.3000000"," 366.11000","184.687"," 36.259700","54.9377","41.7351"," 8.596350"," 0.91428600"," 2.54286000"," 3.5636400","0.807109","Yes","Rhizobial","Papilionoideae"
"3120","Calpurnia_aurea"," 180.617000","62.4404"," 2453.120"," 874.57000"," 64.84970"," 57.8808000","1094.22000","72"," 28.817700","60.4323","46.9375"," 8.807290"," 0.38342000","15.41450000","10.7306000","0.332123","Yes","Rhizobial","Papilionoideae"
"3121","Calpurnia_glabrata"," 165.583000","56.3333"," 2915.040"," 782.58300"," 55.08330"," 55.2500000"," 883.20800","120.652"," 30.083300","55.6667","48.4583"," 7.250000"," 0.70833300","19.45830000","10.8750000","0.559313","Yes","Rhizobial","Papilionoideae"
"3122","Calpurnia_sericea"," 144.516000","55.0625"," 3534.950"," 852.37500"," 63.32810"," 49.0938000","1502.09000","134.609"," 33.203100","57.5781","46.9844"," 8.406250"," 0.04687500","12.32810000","20.3281000","0.65587","Yes","Rhizobial","Papilionoideae"
"3123","Calpurnia_villosa"," 135.375000","52.7500"," 3372.440"," 472.93800"," 24.81250"," 72.6250000"," 987.37500","130.062"," 26.187500","63.1250","51.5625","16.062500"," 0.00000000","15.31250000","11.7500000","0.332688","Yes","Rhizobial","Papilionoideae"
"3124","Calpurnia_woodii"," 132.200000","44.6000"," 2963.800"," 650.20000"," 53.80000"," 34.2000000"," 903.00000","85.6"," 24.000000","48.2000","38.6000"," 5.000000"," 0.00000000"," 3.40000000","13.6000000","0.475291","Yes","Rhizobial","Papilionoideae"
"3125","Calycophysum_pedunculatum"," 211.569000","83.4308","  466.415","2261.05000"," 33.66150","351.3690000","1067.11000","263.524"," 64.800000","51.1077","38.5846"," 7.092310"," 0.00000000"," 0.07692310"," 4.0615400","1.45289","No","n/a","Non-legume"
"3126","Calycophysum_spectabile"," 189.222000","70.3333","  490.556","1265.11000"," 50.44440"," 85.1111000","1021.67000","173.625"," 51.000000","49.5556","37.1111","12.777800"," 0.00000000"," 0.00000000","14.1111000","0.86699","No","n/a","Non-legume"
"3127","Campsiandra_comosa"," 262.871000","79.7882","  592.647","2637.65000"," 36.90590","382.2820000","  91.75290","143.877"," 68.535700","46.3571","48.0714"," 5.380950"," 0.00000000"," 0.23529400"," 6.2352900","1.59838","Yes","Rhizobial","Caesalpinioideae"
"3128","Campylotropis_bonii"," 182.571000","36.5714"," 3726.860","1359.00000"," 66.00000"," 73.4286000"," 488.85700","136.429"," 24.285700","50.4286","27.5714","13.714300"," 0.00000000"," 0.00000000"," 0.0000000","1.04325","Yes","Rhizobial","Papilionoideae"
"3129","Campylotropis_capillipes"," 136.500000","41.3750"," 3969.750"," 861.62500"," 75.50000"," 35.0000000","1667.38000","176.4"," 29.500000","56.2500","28.6250","16.625000"," 0.62500000"," 0.62500000","13.3750000","0.634742","Yes","Rhizobial","Papilionoideae"
"3130","Campylotropis_decora"," 162.750000","38.7500"," 1870.500"," 926.50000"," 60.00000"," 27.0000000"," 789.75000","67.5"," 35.000000","44.7500","27.7500","18.750000"," 0.00000000"," 1.75000000"," 0.0000000","0.351936","Yes","Rhizobial","Papilionoideae"
"3131","Campylotropis_hirtella"," 140.600000","43.6800"," 4810.260"," 996.84000"," 86.54000"," 33.5000000","2022.72000","210.312"," 35.420000","63.8200","35.6600","20.720000"," 1.96000000"," 1.56000000","18.1400000","0.795686","Yes","Rhizobial","Papilionoideae"
"3132","Campylotropis_macrocarpa"," 138.913000","29.6250"," 8048.180"," 989.81500"," 74.98910"," 62.2880000"," 814.61400","107.5"," 29.049200","66.6503","32.6721","14.704900"," 5.13043000"," 3.50543000"," 7.0217400","0.907135","Yes","Rhizobial","Papilionoideae"
"3133","Campylotropis_macrostyla","  73.000000","16.0000"," 2508.500"," 713.50000"," 49.00000"," 43.5000000"," 979.50000","55.5"," 23.500000","29.0000","15.0000"," 9.000000"," 4.50000000"," 0.50000000"," 0.0000000","0.540664","Yes","Rhizobial","Papilionoideae"
"3134","Campylotropis_polyantha"," 134.221000","42.2692"," 5238.630"," 988.77900"," 86.49040"," 30.7692000","2056.51000","237.896"," 43.740400","64.4135","39.2404","21.076900"," 6.67308000"," 1.48077000","16.9231000","0.828376","Yes","Rhizobial","Papilionoideae"
"3135","Campylotropis_trigonoclada"," 156.625000","42.7500"," 4685.890","1037.20000"," 82.26790"," 41.7143000","1664.32000","198.667"," 30.517900","61.8929","32.1786","19.446400"," 3.48214000"," 1.16071000"," 9.3571400","0.853912","Yes","Rhizobial","Papilionoideae"
"3136","Campylotropis_wilsonii","  67.000000","35.3750"," 5064.000"," 799.25000"," 76.87500"," 19.6250000","2562.75000","214"," 52.500000","57.7500","36.6250","18.000000"," 7.87500000"," 0.00000000","21.6250000","0.744184","Yes","Rhizobial","Papilionoideae"
"3137","Campylotropis_yunnanensis"," 140.160000","45.4800"," 4453.440"," 942.84000"," 85.88000"," 31.1600000","2059.72000","181.824"," 30.800000","63.0800","35.9200","20.880000"," 6.12000000"," 0.92000000","13.1600000","0.735376","Yes","Rhizobial","Papilionoideae"
"3138","Canacomyrica_monticola"," 185.206000","49.6471"," 2373.470","2095.62000"," 32.70590","316.3820000"," 727.55900","221.226"," 46.470600","50.0294","43.0000"," 8.411760"," 0.00000000"," 0.00000000"," 0.1470590","2.11461","No","n/a","Non-legume"
"3139","Canavalia_acuminata"," 249.971000","69.4638"," 1653.010","1153.33000","105.04300"," 31.6667000"," 294.53600","180.379"," 17.347800","62.1159","26.4203","18.072500"," 2.89855000","18.88410000"," 8.6956500","0.694817","Yes","Rhizobial","Papilionoideae"
"3140","Canavalia_africana"," 237.879000","66.6364"," 1598.030","1121.44000"," 72.15150"," 55.2576000"," 515.83300","100.684"," 22.742400","58.0303","58.0152"," 9.196970"," 0.25757600","11.16670000"," 3.9393900","0.665046","Yes","Rhizobial","Papilionoideae"
"3141","Canavalia_altipendula"," 205.455000","63.2727","  869.273","1925.91000"," 41.90910","215.1820000"," 450.90900","191.2"," 48.545500","50.5455","23.5455"," 7.818180"," 0.00000000"," 0.00000000"," 0.0909091","1.4468","Yes","Rhizobial","Papilionoideae"
"3142","Canavalia_beniensis"," 194.714000","60.1429"," 1115.710","1473.43000"," 45.71430","145.2860000"," 856.57100","146.429"," 33.285700","45.4286","39.2857"," 3.428570"," 0.00000000"," 0.00000000"," 1.8571400","0.932891","Yes","Rhizobial","Papilionoideae"
"3143","Canavalia_bicarinata"," 249.810000","75.1905","  516.333","1889.71000"," 56.19050"," 92.5238000"," 154.85700","217.833"," 58.300000","53.7500","37.3500"," 9.600000"," 0.00000000"," 0.85714300"," 0.5238100","1.24175","Yes","Rhizobial","Papilionoideae"
"3144","Canavalia_boliviana"," 143.600000","54.4000"," 1204.000","1371.40000"," 52.20000","115.8000000","1302.40000","170.75"," 64.000000","43.8000","35.6000","12.800000"," 0.00000000"," 0.00000000"," 0.0000000","0.947748","Yes","Rhizobial","Papilionoideae"
"3145","Canavalia_bonariensis"," 187.844000","56.1948"," 2662.090","1153.21000"," 44.68830","167.7400000"," 741.41600","163.5"," 40.512200","55.9390","48.1951"," 6.634150"," 0.24390200","11.85370000"," 4.7804900","0.863363","Yes","Rhizobial","Papilionoideae"
"3146","Canavalia_brasiliensis"," 249.639000","71.0957"," 1323.380","1182.87000"," 77.76420"," 64.2524000"," 297.99000","35"," 32.001400","61.6307","43.9502"," 9.082870"," 0.56396100"," 3.94773000"," 4.0013800","0.400913","Yes","Rhizobial","Papilionoideae"
"3147","Canavalia_cassidea"," 188.000000","52.6000"," 1045.600","1131.00000"," 27.40000","174.2000000","  84.20000","139.2"," 33.400000","42.6000","37.6000"," 3.600000"," 0.00000000"," 1.00000000"," 0.0000000","0.91613","Yes","Rhizobial","Papilionoideae"
"3148","Canavalia_cathartica"," 244.111000","62.1667"," 1994.170","2231.56000"," 56.55560","258.5310000"," 214.61100","0"," 62.142900","54.3602","41.2981"," 9.136650"," 0.93023300"," 1.12791000"," 0.7267440","0.741179","Yes","Rhizobial","Papilionoideae"
"3149","Canavalia_concinna"," 155.667000","45.6667","  862.000","1012.33000"," 42.66670"," 37.6667000"," 451.66700","61"," 17.000000","34.6667","41.6667"," 0.666667"," 0.00000000"," 0.00000000"," 0.0000000","0.599776","Yes","Rhizobial","Papilionoideae"
"3150","Canavalia_dolichothyrsa"," 172.250000","48.0000","  799.250","1173.75000"," 13.25000","225.7500000","  80.50000","160.6"," 37.250000","40.0000","31.0000"," 3.500000"," 0.00000000"," 5.50000000"," 0.0000000","1.00437","Yes","Rhizobial","Papilionoideae"
"3151","Canavalia_dura"," 183.448000","69.1379"," 1148.450","1572.52000"," 88.06900"," 42.0345000","1597.86000","376.172"," 42.448300","53.0690","31.7586","18.310300"," 3.75862000"," 2.89655000"," 3.7931000","1.02727","Yes","Rhizobial","Papilionoideae"
"3152","Canavalia_ensiformis"," 228.954000","68.5385"," 1716.920","1747.17000"," 57.24620","193.6310000"," 444.73800","215.74"," 44.636400","58.9242","39.7121"," 9.545450"," 0.58209000"," 1.73134000"," 5.2238800","1.08047","Yes","Rhizobial","Papilionoideae"
