species,DR
Parietaria_pensylvanica,0.323697680640717
Parietaria_hespera,0.323697680640717
Parietaria_mauritanica,0.0965922231589057
Pouzolzia_niveotomentosa,0.0288485449628254
Cecropia_polystachya,2.59547768190339
Cecropia_angustifolia,2.59547768190339
Cecropia_herthae,1.29930359440704
Cecropia_mutisiana,1.22605795583754
Cecropia_obtusifolia,1.10231918762687
Cecropia_engleriana,1.10971140817764
Cecropia_metensis,1.10971140817764
Cecropia_pachystachya,1.07737098947689
Cecropia_granvilleana,1.01823272189197
Cecropia_concolor,1.17408027779713
Cecropia_annulata,1.17408027779713
Cecropia_telenitida,1.06749531899455
Cecropia_andina,1.06749531899455
Cecropia_ficifolia,0.726286817854208
Cecropia_obtusa,0.634375663700173
Cecropia_schreberiana,1.4378454690333
Cecropia_distachya,1.4378454690333
Cecropia_glaziovii,0.71923453017193
Cecropia_palmata,0.469545238402364
Cecropia_montana,1.2330878395408
Cecropia_marginalis,1.2330878395408
Cecropia_membranacea,1.00407607889232
Cecropia_longipes,0.762533417018876
Cecropia_insignis,0.935543084442223
Cecropia_goudotiana,0.935543084442223
Cecropia_peltata,0.7480468209059
Cecropia_putumayonis,0.69510748229342
Cecropia_gabrielis,2.64089080451378
Cecropia_maxima,2.64089080451378
Cecropia_bullata,1.95844486270756
Cecropia_telealba,1.29782074222719
Cecropia_sciadophylla,1.27507769226366
Cecropia_hololeuca,1.27507769226366
Cecropia_tacuna,0.550334262517252
Cecropia_elongata,0.550334262517252
Cecropia_utcubambana,0.182432616292072
Cecropia_hispidissima,0.109073474220651
Coussapoa_nitida,0.746667293929593
Coussapoa_orthoneura,0.746667293929593
Coussapoa_contorta,0.496611328316516
Coussapoa_nymphaeifolia,0.541271204485837
Coussapoa_oligocephala,0.541271204485837
Coussapoa_pachyphylla,0.338619702913
Coussapoa_microcarpa,0.338619702913
Coussapoa_parvifolia,0.282322315646542
Coussapoa_parviceps,0.167893987757184
Coussapoa_purpusii,0.114840718431707
Pellionia_yunnanensis,0.0752944537919851
Coussapoa_glaberrima,0.0695986663203246
Pourouma_maroniensis,1.9827679395449
Pourouma_essequiboensis,1.9827679395449
Pourouma_tomentosa_subsp_persecta,0.991766442878881
Pourouma_scobina,0.496049997825932
Pourouma_velutina,0.248085915106704
Pourouma_cecropiifolia,0.124064379476432
Pourouma_tomentosa,0.260816694575532
Pourouma_bicolor,0.260816694575532
Pourouma_floccosa,0.252743122488008
Pourouma_cucura,0.252743122488008
Pourouma_mollis,0.170393017635992
Pourouma_villosa,0.170393017635992
Pourouma_triloba,6.88416686976615
Pourouma_acuminata,6.88416686976615
Pourouma_herrerensis,3.44905225523026
Pourouma_melinonii,1.72805453665007
Pourouma_tomentosa_subsp_apiculata,1.19723217143046
Pourouma_phaeotricha,0.825706720549938
Pourouma_ovata,0.510441978708067
Pourouma_guianensis,0.293511800626821
Pourouma_minor,0.180058386671987
Pourouma_myrmecophila,0.127799666034514
Pourouma_formicarum,0.127799666034514
Myrianthus_serratus,0.691623552212618
Myrianthus_arboreus,0.691623552212618
Myrianthus_libericus,0.415769726700598
Myrianthus_cuneifolius,0.231378644426413
Myrianthus_holstii,0.122694462488384
Musanga_cecropioides,0.0636229605349516
Leucosyke_capitellata,0.142766574511014
Leucosyke_quadrinervia,0.142766574511014
Leucosyke_australis,0.100249929806879
Maoutia_australis,0.0628564366285105
Gibbsia_insignis,0.0736143841068189
Maoutia_setosa,0.0736143841068189
Coussapoa_fulvescens,0.0446301661806691
Coussapoa_latifolia,0.0446301661806691
